1.01;0;361
1.02;374;695
1.03;703;716
1.04;717;866
1.05;875;1093
1.06;1094;1323
1.07;1333;1393
1.08;1394;1460
1.09;1461;1676
1.10;1689;1703
1.11;1704;2030
1.12;2046;2089
1.13;2090;2184
1.14;2185;2400
1.15;2401;2572
1.16;2584;2671
1.17;2672;3130
1.18;3131;3284
1.19a;3285;3413
1.19b;3418;3457
1.20a;3458;3559
1.20b;3561;3742
1.21;3743;3864
1.22;3865;3924
2.01;3936;4034
2.02;4035;4168
2.03;4172;4319
2.04;4545;4711
2.05;4712;4760
2.06;4761;4770
2.07;4771;4939
2.08a;4940;4985
2.08b;5019;5044
2.09;5045;5112
2.10;5113;5172
2.11;5173;5328
2.12;5347;5399
2.13;5400;5628
2.14;5651;5842
2.15;5843;5926
2.16;5927;6010
2.17;6011;6253
2.18;6270;6330
2.19;6344;6516
2.20;4326;4359
2.21;4360;4523
2.22;6531;6659
2.23;6660;6869
2.24;6878;6982
2.25;6991;7087
2.26;7088;7313
2.27;7324;7593
2.28;7594;7808
2.29;7809;8000
2.30;8011;8307
2.31;8308;8442
2.32;8452;8562
2.33a;8563;8590
2.33b;8591;8726
